tickers,industries,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
FTI,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFX,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXN,Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMO,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIF,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJX,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSCO,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDG,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRV,Financials,TRV,MRY,2018-12-31,2018-12-31,2018-12-31,2020-04-21,-1859000000.0,104233000000.0,103955500000.0,,,0.291,85.617,0.0,373000000.0,373000000.0,18291000000.0,2523000000.0,,3.553,6564000000.0,,,6564000000.0,0.0,0.0,0.0,0.025,3.03,3313000000.0,3313000000.0,0.109,3313000000.0,3313000000.0,2961000000.0,9.37,9.28,9.37,22894000000.0,22739000000.0,22894000000.0,37924715779.0,11.0,11.447,4380000000.0,16.38,1.0,11991000000.0,0.396,4282000000.0,352000000.0,106142000000.0,105913750000.0,0.0,72278000000.0,,,81339000000.0,,,31719715779.0,29000000.0,-4000000.0,-1189000000.0,-9000000.0,-814000000.0,-2012000000.0,-2329000000.0,-1951000000.0,4380000000.0,-10000000.0,2523000000.0,2523000000.0,2523000000.0,0.0,0.0,0.083,8678000000.0,3313000000.0,5074000000.0,0.323,1.386,12.572,12.78,0.0,0.0,119.75,1.047,1.057,20661000000.0,35204000000.0,30282000000.0,30282000000.0,0.0,0.024,0.111,0.031,0.109,0.0,4297000000.0,1.0,264882804.0,267400000.0,269800000.0,113.246,99951000000.0,445000000.0,438000000.0,0.0,373.788,
TFC,Financials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWTR,Communication Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSN,Consumer Staples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDR,Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULTA,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USB,Financials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAA,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UA,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNP,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAL,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNH,Health Care,UNH,MRY,2018-12-31,2018-12-31,2018-12-31,2020-05-06,-4160000000.0,152221000000.0,153372000000.0,38692000000.0,113529000000.0,1.475,53.682,-2063000000.0,10866000000.0,10866000000.0,172401000000.0,12382000000.0,0.727,1.857,36554000000.0,1973000000.0,34581000000.0,36554000000.0,2396000000.0,2428000000.0,0.0,0.014,3.45,16948000000.0,19376000000.0,0.086,19376000000.0,16948000000.0,15548000000.0,12.45,12.19,12.45,51696000000.0,49388000000.0,51696000000.0,262951959904.0,16.0,13.571,13650000000.0,14.174,1.0,53846000000.0,0.238,68235000000.0,1400000000.0,56465000000.0,47480000000.0,0.0,39000000000.0,6490000000.0,32510000000.0,95994000000.0,53209000000.0,42785000000.0,239661959904.0,-1115000000.0,-5997000000.0,-3662000000.0,4134000000.0,-3320000000.0,-4365000000.0,-12385000000.0,-4099000000.0,15713000000.0,-78000000.0,11986000000.0,11986000000.0,11986000000.0,0.0,396000000.0,0.053,36502000000.0,17344000000.0,36596000000.0,0.277,4.636,19.995,20.01,8458000000.0,0.0,249.12,1.059,1.06,18250000000.0,55846000000.0,226247000000.0,226247000000.0,0.0,0.078,0.243,0.357,0.075,638000000.0,34074000000.0,1.0,962034200.0,963000000.0,983000000.0,234.94,83986000000.0,0.0,3562000000.0,2474000000.0,87.213,-14517000000.0
UPS,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URI,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHS,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNM,Financials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFC,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLO,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAR,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTR,Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRSN,Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRSK,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VZ,Communication Services,VZ,MRY,2018-12-31,2018-12-31,2018-12-31,2020-04-27,2370000000.0,264829000000.0,264552500000.0,34636000000.0,230193000000.0,0.495,12.874,-16658000000.0,2745000000.0,2745000000.0,55508000000.0,16039000000.0,0.913,3.954,113063000000.0,7190000000.0,105873000000.0,113063000000.0,0.0,17403000000.0,0.0,0.042,2.372,23945000000.0,41348000000.0,0.316,41348000000.0,23945000000.0,19112000000.0,3.76,3.76,3.76,53145000000.0,52611250000.0,53145000000.0,342705888978.0,14.0,8.288,17681000000.0,4.283,1.0,75355000000.0,0.576,128519000000.0,4833000000.0,208698000000.0,211432750000.0,1336000000.0,671000000.0,0.0,671000000.0,210119000000.0,37930000000.0,172189000000.0,232301888978.0,1028000000.0,-230000000.0,0.0,-3781000000.0,-9772000000.0,-15377000000.0,-17934000000.0,0.0,34339000000.0,0.0,15528000000.0,15528000000.0,15528000000.0,0.0,511000000.0,0.119,53077000000.0,22278000000.0,22501000000.0,0.631,4.371,14.96,14.952,89286000000.0,0.0,56.22,1.775,1.773,25102000000.0,43542000000.0,130863000000.0,130863000000.0,0.0,0.059,0.295,0.113,0.183,0.0,31083000000.0,1.0,4132015101.0,4128000000.0,4132000000.0,31.701,136310000000.0,0.0,3584000000.0,33795000000.0,33.021,-3294000000.0
VRTX,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIAC,Communication Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V,Information Technology,V,MRY,2018-12-31,2018-09-30,2018-09-30,2020-05-04,547000000.0,69225000000.0,68399000000.0,18216000000.0,51009000000.0,0.301,16.596,-704000000.0,9653000000.0,9653000000.0,3170000000.0,10301000000.0,1.611,1.036,16630000000.0,0.0,16630000000.0,16630000000.0,0.0,613000000.0,0.0,0.005,0.825,13418000000.0,14031000000.0,0.681,14031000000.0,13418000000.0,12806000000.0,4.43,4.42,4.43,34006000000.0,33707000000.0,34006000000.0,311955802382.0,23.0,22.233,12237000000.0,5.972,1.0,17439000000.0,0.846,42752000000.0,612000000.0,22145000000.0,22372250000.0,0.0,7629000000.0,3547000000.0,4082000000.0,35219000000.0,11305000000.0,23914000000.0,305320802382.0,-1034000000.0,-196000000.0,-7028000000.0,-1750000000.0,-1918000000.0,-10790000000.0,-3084000000.0,-2184000000.0,12941000000.0,-101000000.0,10301000000.0,10301000000.0,10301000000.0,0.0,0.0,0.5,4485000000.0,12954000000.0,2351000000.0,0.186,8.978,29.64,33.88,2472000000.0,0.0,150.09,14.815,14.922,2790000000.0,11318000000.0,20609000000.0,20609000000.0,0.0,0.151,0.306,0.6,0.651,327000000.0,2579000000.0,1.0,2034251465.0,2049000000.0,2586000000.0,10.058,26473000000.0,0.0,2505000000.0,4618000000.0,12.92,6911000000.0
VNO,Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMC,Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRB,Financials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAB,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMT,Consumer Staples,WMT,MRY,2018-12-31,2019-01-31,2019-01-31,2020-03-20,-11542000000.0,219295000000.0,214216750000.0,61897000000.0,157398000000.0,2.401,24.751,-9825000000.0,7722000000.0,7722000000.0,385301000000.0,7179000000.0,0.799,1.926,58033000000.0,7830000000.0,50203000000.0,58033000000.0,0.0,10678000000.0,0.0,0.022,2.08,13297000000.0,23975000000.0,0.047,23975000000.0,13297000000.0,10951000000.0,2.28,2.26,2.28,72496000000.0,72807250000.0,72496000000.0,330228071454.0,25.0,13.774,17928000000.0,6.121,1.0,129104000000.0,0.251,31181000000.0,2346000000.0,160948000000.0,155206500000.0,44269000000.0,0.0,0.0,0.0,139661000000.0,77477000000.0,62184000000.0,278411071454.0,742000000.0,-13780000000.0,-7410000000.0,12035000000.0,-6102000000.0,-2537000000.0,-24036000000.0,0.0,27753000000.0,-438000000.0,6670000000.0,6670000000.0,6670000000.0,0.0,509000000.0,0.013,107147000000.0,21957000000.0,47060000000.0,0.912,3.84,41.741,42.031,111395000000.0,0.0,95.83,0.541,0.546,6283000000.0,80785000000.0,514405000000.0,514405000000.0,0.0,0.031,0.092,0.086,0.026,0.0,107147000000.0,1.0,2905260059.0,2929000000.0,2945000000.0,175.625,188114000000.0,0.0,4281000000.0,12409000000.0,64.225,-15580000000.0
WBA,Consumer Staples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,Communication Services,DIS,MRY,2018-12-31,2018-09-29,2018-09-29,2020-05-05,-3097000000.0,98598000000.0,98266750000.0,16825000000.0,81773000000.0,0.605,32.537,-4465000000.0,4150000000.0,4150000000.0,32726000000.0,13066000000.0,0.942,0.938,20874000000.0,3790000000.0,17084000000.0,20874000000.0,4591000000.0,3011000000.0,0.0,0.014,1.68,14835000000.0,17846000000.0,0.3,17846000000.0,14835000000.0,14261000000.0,8.4,8.36,8.4,48773000000.0,45825250000.0,48773000000.0,193265149176.0,13.0,10.83,9830000000.0,6.558,1.0,26708000000.0,0.449,38081000000.0,574000000.0,59381000000.0,60107250000.0,1392000000.0,2899000000.0,0.0,2899000000.0,45766000000.0,17860000000.0,27906000000.0,173918149176.0,91000000.0,-1581000000.0,-3367000000.0,-2583000000.0,-2515000000.0,-8843000000.0,-5336000000.0,0.0,14295000000.0,-25000000.0,12598000000.0,12598000000.0,12598000000.0,0.0,468000000.0,0.212,11904000000.0,14804000000.0,9479000000.0,0.2,3.566,13.805,13.921,29540000000.0,0.0,116.94,2.926,2.949,9334000000.0,82679000000.0,59434000000.0,59434000000.0,0.0,0.128,0.275,0.247,0.25,393000000.0,8860000000.0,1.0,1487242596.0,1499000000.0,1507000000.0,39.649,60517000000.0,0.0,1663000000.0,3109000000.0,40.372,-1035000000.0
WM,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEC,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFC,Financials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WELL,Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WST,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDC,Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WU,Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRK,Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY,Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHR,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMB,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WLTW,Financials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WYNN,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XEL,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRX,Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLNX,Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XYL,Industrials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUM,Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBRA,Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBH,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,Financials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTS,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
